Station	AirQuality	Longitude	Latitude	O3Hour	O3Quality	O3Value	NO2Hour	NO2Quality	NO2Value	PM10Hour	PM10Quality	PM10Value	Generated	Date Time
Barcelo - Gr??cia	Good	2.1534	41.3987	23h	Good	24	23h	Good	47				15/11/2018 0:00	1542236701
Barcelo - Ciutadella	Good	2.1874	41.3864	23h	Good	36	23h	Good	23				15/11/2018 0:00	1542236701
Barcelo - Vall Hebron	Good	2.148	41.4261	23h	Good	19	23h	Good	52	23h	Good	26	15/11/2018 0:00	1542236701
Barcelo - Palau Reial	Good	2.1151	41.3875	23h	Good	28	23h	Good	36	23h	Good	25	15/11/2018 0:00	1542236701
Barcelo - Poblenou	Good	2.2045	41.4039				23h	Good	26	23h	Good	29	15/11/2018 0:00	1542236701
Barcelo - Observ Fabra	Good	2.1239	41.4183	23h	Good	54	23h	Good	21	23h	Good	21	15/11/2018 0:00	1542236701
Barcelo - Sants	Good	2.1331	41.3788				0h	Good	15				15/11/2018 1:00	1542240302
Barcelo - Eixample	Good	2.1538	41.3853	0h	Good	35	0h	Good	39	0h	Good	33	15/11/2018 1:00	1542240302
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	47	0h	Good	21				15/11/2018 1:00	1542240302
Barcelo - Ciutadella	Good	2.1874	41.3864	0h	Good	46	0h	Good	12				15/11/2018 1:00	1542240302
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	20	0h	Good	44	0h	Good	26	15/11/2018 1:00	1542240302
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	48	0h	Good	13	0h	Good	25	15/11/2018 1:00	1542240302
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	9	0h	Good	29	15/11/2018 1:00	1542240302
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	66	0h	Good	10	0h	Good	21	15/11/2018 1:00	1542240302
Barcelo - Sants	Good	2.1331	41.3788				1h	Good	20				15/11/2018 2:00	1542243902
Barcelo - Eixample	Good	2.1538	41.3853	1h	Good	36	1h	Good	35	1h	Good	33	15/11/2018 2:00	1542243902
Barcelo - Gr??cia	Good	2.1534	41.3987	1h	Good	54	1h	Good	12				15/11/2018 2:00	1542243902
Barcelo - Ciutadella	Good	2.1874	41.3864	1h	Good	49	1h	Good	10				15/11/2018 2:00	1542243902
Barcelo - Vall Hebron	Good	2.148	41.4261	1h	Good	34	1h	Good	25	1h	Good	26	15/11/2018 2:00	1542243902
Barcelo - Palau Reial	Good	2.1151	41.3875	1h	Good	51	1h	Good	8	1h	Good	25	15/11/2018 2:00	1542243902
Barcelo - Poblenou	Good	2.2045	41.4039				1h	Good	6	1h	Good	29	15/11/2018 2:00	1542243902
Barcelo - Observ Fabra	Good	2.1239	41.4183	1h	Good	64	1h	Good	10	1h	Good	20	15/11/2018 2:00	1542243902
Barcelo - Sants	Good	2.1331	41.3788				2h	Good	16				15/11/2018 3:00	1542247502
Barcelo - Eixample	Good	2.1538	41.3853	2h	Good	32	2h	Good	31	2h	Good	33	15/11/2018 3:00	1542247502
Barcelo - Gr??cia	Good	2.1534	41.3987	2h	Good	39	2h	Good	19				15/11/2018 3:00	1542247502
Barcelo - Ciutadella	Good	2.1874	41.3864	2h	Good	42	2h	Good	15				15/11/2018 3:00	1542247502
Barcelo - Vall Hebron	Good	2.148	41.4261	2h	Good	39	2h	Good	15	2h	Good	27	15/11/2018 3:00	1542247502
Barcelo - Palau Reial	Good	2.1151	41.3875	2h	Good	46	2h	Good	9	2h	Good	25	15/11/2018 3:00	1542247502
Barcelo - Poblenou	Good	2.2045	41.4039				2h	Good	15	2h	Good	28	15/11/2018 3:00	1542247502
Barcelo - Observ Fabra	Good	2.1239	41.4183	2h	Good	67	2h	Good	7	2h	Good	20	15/11/2018 3:00	1542247502
Barcelo - Sants	Good	2.1331	41.3788				3h	Good	15				15/11/2018 4:00	1542251102
Barcelo - Eixample	Good	2.1538	41.3853	3h	Good	32	3h	Good	27	3h	Good	33	15/11/2018 4:00	1542251102
Barcelo - Gr??cia	Good	2.1534	41.3987	3h	Good	40	3h	Good	15				15/11/2018 4:00	1542251102
Barcelo - Ciutadella	Good	2.1874	41.3864	3h	Good	30	3h	Good	21				15/11/2018 4:00	1542251102
Barcelo - Vall Hebron	Good	2.148	41.4261	3h	Good	37	3h	Good	12	3h	Good	27	15/11/2018 4:00	1542251102
Barcelo - Palau Reial	Good	2.1151	41.3875	3h	Good	46	3h	Good	6	3h	Good	25	15/11/2018 4:00	1542251102
Barcelo - Poblenou	Good	2.2045	41.4039				3h	Good	22	3h	Good	28	15/11/2018 4:00	1542251102
Barcelo - Observ Fabra	Good	2.1239	41.4183	3h	Good	71	3h	Good	5	3h	Good	19	15/11/2018 4:00	1542251102
Barcelo - Sants	Good	2.1331	41.3788				4h	Good	12				15/11/2018 5:00	1542254701
Barcelo - Eixample	Good	2.1538	41.3853	4h	Good	33	4h	Good	24	4h	Good	33	15/11/2018 5:00	1542254701
Barcelo - Gr??cia	Good	2.1534	41.3987	4h	Good	40	4h	Good	15				15/11/2018 5:00	1542254701
Barcelo - Ciutadella	Good	2.1874	41.3864	4h	Good	33	4h	Good	18				15/11/2018 5:00	1542254701
Barcelo - Vall Hebron	Good	2.148	41.4261	4h	Good	40	4h	Good	10	4h	Good	28	15/11/2018 5:00	1542254701
Barcelo - Palau Reial	Good	2.1151	41.3875	4h	Good	43	4h	Good	6	4h	Good	25	15/11/2018 5:00	1542254701
Barcelo - Poblenou	Good	2.2045	41.4039				4h	Good	18	4h	Good	28	15/11/2018 5:00	1542254701
Barcelo - Observ Fabra	Good	2.1239	41.4183	4h	Good	71	4h	Good	4	4h	Good	19	15/11/2018 5:00	1542254701
Barcelo - Sants	Good	2.1331	41.3788				5h	Good	10				15/11/2018 6:00	1542258301
Barcelo - Eixample	Good	2.1538	41.3853	5h	Good	40	5h	Good	23	5h	Good	33	15/11/2018 6:00	1542258301
Barcelo - Gr??cia	Good	2.1534	41.3987	5h	Good	47	5h	Good	10				15/11/2018 6:00	1542258301
Barcelo - Ciutadella	Good	2.1874	41.3864	5h	Good	52	5h	Good	9				15/11/2018 6:00	1542258301
Barcelo - Vall Hebron	Good	2.148	41.4261	5h	Good	47	5h	Good	10	5h	Good	27	15/11/2018 6:00	1542258301
Barcelo - Palau Reial	Good	2.1151	41.3875	5h	Good	45	5h	Good	6	5h	Good	25	15/11/2018 6:00	1542258301
Barcelo - Poblenou	Good	2.2045	41.4039				5h	Good	9	5h	Good	27	15/11/2018 6:00	1542258301
Barcelo - Observ Fabra	Good	2.1239	41.4183	5h	Good	71	5h	Good	4	5h	Good	18	15/11/2018 6:00	1542258301
Barcelo - Sants	Good	2.1331	41.3788				6h	Good	7				15/11/2018 7:00	1542261901
Barcelo - Eixample	Good	2.1538	41.3853	6h	Good	51	6h	Good	18	6h	Good	32	15/11/2018 7:00	1542261901
Barcelo - Gr??cia	Good	2.1534	41.3987	6h	Good	61	6h	Good	9				15/11/2018 7:00	1542261901
Barcelo - Ciutadella	Good	2.1874	41.3864	6h	Good	46	6h	Good	13				15/11/2018 7:00	1542261901
Barcelo - Vall Hebron	Good	2.148	41.4261	6h	Good	66	6h	Good	9	6h	Good	26	15/11/2018 7:00	1542261901
Barcelo - Palau Reial	Good	2.1151	41.3875	6h	Good	57	6h	Good	3	6h	Good	24	15/11/2018 7:00	1542261901
Barcelo - Poblenou	Good	2.2045	41.4039				6h	Good	13	6h	Good	27	15/11/2018 7:00	1542261901
Barcelo - Observ Fabra	Good	2.1239	41.4183	6h	Good	85	6h	Good	2	6h	Good	17	15/11/2018 7:00	1542261901
Barcelo - Sants	Good	2.1331	41.3788				7h	Good	14				15/11/2018 8:00	1542265502
Barcelo - Eixample	Good	2.1538	41.3853	7h	Good	26	7h	Good	41	7h	Good	31	15/11/2018 8:00	1542265502
Barcelo - Gr??cia	Good	2.1534	41.3987	7h	Good	40	7h	Good	22				15/11/2018 8:00	1542265502
Barcelo - Ciutadella	Good	2.1874	41.3864	7h	Good	31	7h	Good	24				15/11/2018 8:00	1542265502
Barcelo - Vall Hebron	Good	2.148	41.4261	7h	Good	48	7h	Good	17	7h	Good	25	15/11/2018 8:00	1542265502
Barcelo - Palau Reial	Good	2.1151	41.3875	7h	Good	52	7h	Good	8	7h	Good	23	15/11/2018 8:00	1542265502
Barcelo - Poblenou	Good	2.2045	41.4039				7h	Good	29	7h	Good	27	15/11/2018 8:00	1542265502
Barcelo - Observ Fabra	Good	2.1239	41.4183	7h	Good	76	7h	Good	4	7h	Good	17	15/11/2018 8:00	1542265502
Barcelo - Sants	Good	2.1331	41.3788				8h	Good	38				15/11/2018 9:00	1542269102
Barcelo - Eixample	Good	2.1538	41.3853	8h	Good	4	8h	Good	76	8h	Good	31	15/11/2018 9:00	1542269102
Barcelo - Gr??cia	Good	2.1534	41.3987	8h	Good	20	8h	Good	47				15/11/2018 9:00	1542269102
Barcelo - Ciutadella	Good	2.1874	41.3864	8h	Good	19	8h	Good	44				15/11/2018 9:00	1542269102
Barcelo - Vall Hebron	Good	2.148	41.4261	8h	Good	23	8h	Good	41	8h	Good	26	15/11/2018 9:00	1542269102
Barcelo - Palau Reial	Good	2.1151	41.3875	8h	Good	27	8h	Good	30	8h	Good	23	15/11/2018 9:00	1542269102
Barcelo - Poblenou	Good	2.2045	41.4039				8h	Good	49	8h	Good	26	15/11/2018 9:00	1542269102
Barcelo - Observ Fabra	Good	2.1239	41.4183	8h	Good	65	8h	Good	10	8h	Good	16	15/11/2018 9:00	1542269102
Barcelo - Sants	Good	2.1331	41.3788				9h	Good	59				15/11/2018 10:00	1542272702
Barcelo - Eixample	Good	2.1538	41.3853	9h	Good	4	9h	Good	88	9h	Good	30	15/11/2018 10:00	1542272702
Barcelo - Gr??cia	Good	2.1534	41.3987	9h	Good	7	9h	Good	68				15/11/2018 10:00	1542272702
Barcelo - Ciutadella	Good	2.1874	41.3864	9h	Good	18	9h	Good	48				15/11/2018 10:00	1542272702
Barcelo - Vall Hebron	Good	2.148	41.4261	9h	Good	14	9h	Good	51	9h	Good	25	15/11/2018 10:00	1542272702
Barcelo - Palau Reial	Good	2.1151	41.3875	9h	Good	12	9h	Good	54	9h	Good	23	15/11/2018 10:00	1542272702
Barcelo - Poblenou	Good	2.2045	41.4039				9h	Good	45	9h	Good	25	15/11/2018 10:00	1542272702
Barcelo - Observ Fabra	Good	2.1239	41.4183	9h	Good	56	9h	Good	19	9h	Good	15	15/11/2018 10:00	1542272702
Barcelo - Sants	Good	2.1331	41.3788				10h	Good	35				15/11/2018 11:00	1542276302
Barcelo - Eixample	Good	2.1538	41.3853	10h	Good	18	10h	Good	74	10h	Good	30	15/11/2018 11:00	1542276302
Barcelo - Gr??cia	Good	2.1534	41.3987	10h	Good	32	10h	Good	49				15/11/2018 11:00	1542276302
Barcelo - Ciutadella	Good	2.1874	41.3864	10h	Good	47	10h	Good	21				15/11/2018 11:00	1542276302
Barcelo - Vall Hebron	Good	2.148	41.4261	10h	Good	34	10h	Good	43	10h	Good	24	15/11/2018 11:00	1542276302
Barcelo - Palau Reial	Good	2.1151	41.3875	10h	Good	26	10h	Good	44	10h	Good	23	15/11/2018 11:00	1542276302
Barcelo - Poblenou	Good	2.2045	41.4039				10h	Good	23	10h	Good	24	15/11/2018 11:00	1542276302
Barcelo - Observ Fabra	Good	2.1239	41.4183	10h	Good	65	10h	Good	17	10h	Good	14	15/11/2018 11:00	1542276302
Barcelo - Sants	Good	2.1331	41.3788				11h	Good	34				15/11/2018 12:00	1542279902
Barcelo - Eixample	Good	2.1538	41.3853	11h	Good	20	11h	Good	72	11h	Good	30	15/11/2018 12:00	1542279902
Barcelo - Gr??cia	Good	2.1534	41.3987	11h	Good	45	11h	Good	35				15/11/2018 12:00	1542279902
Barcelo - Ciutadella	Good	2.1874	41.3864	11h	Good	51	11h	Good	16				15/11/2018 12:00	1542279902
Barcelo - Vall Hebron	Good	2.148	41.4261	11h	Good	50	11h	Good	29	11h	Good	23	15/11/2018 12:00	1542279902
Barcelo - Palau Reial	Good	2.1151	41.3875	11h	Good	40	11h	Good	29	11h	Good	22	15/11/2018 12:00	1542279902
Barcelo - Poblenou	Good	2.2045	41.4039				11h	Good	18	11h	Good	23	15/11/2018 12:00	1542279902
Barcelo - Observ Fabra	Good	2.1239	41.4183	11h	Good	69	11h	Good	14	11h	Good	13	15/11/2018 12:00	1542279902
Barcelo - Sants	Good	2.1331	41.3788				12h	Good	25				15/11/2018 12:00	1542283502
Barcelo - Eixample	Good	2.1538	41.3853	12h	Good	28	12h	Good	60	12h	Good	29	15/11/2018 12:00	1542283502
Barcelo - Gr??cia	Good	2.1534	41.3987	12h	Good	43	12h	Good	40				15/11/2018 12:00	1542283502
Barcelo - Ciutadella	Good	2.1874	41.3864	12h	Good	57	12h	Good	12				15/11/2018 12:00	1542283502
Barcelo - Vall Hebron	Good	2.148	41.4261	12h	Good	57	12h	Good	21	12h	Good	23	15/11/2018 12:00	1542283502
Barcelo - Palau Reial	Good	2.1151	41.3875	12h	Good	43	12h	Good	26	12h	Good	22	15/11/2018 12:00	1542283502
Barcelo - Poblenou	Good	2.2045	41.4039				12h	Good	13	12h	Good	22	15/11/2018 12:00	1542283502
Barcelo - Observ Fabra	Good	2.1239	41.4183	12h	Good	70	12h	Good	13	12h	Good	12	15/11/2018 12:00	1542283502
Barcelo - Sants	Good	2.1331	41.3788				13h	Good	23				15/11/2018 14:00	1542287102
Barcelo - Eixample	Good	2.1538	41.3853	13h	Good	35	13h	Good	52	13h	Good	29	15/11/2018 14:00	1542287102
Barcelo - Gr??cia	Good	2.1534	41.3987	13h	Good	52	13h	Good	32				15/11/2018 14:00	1542287102
Barcelo - Ciutadella	Good	2.1874	41.3864	13h	Good	50	13h	Good	19				15/11/2018 14:00	1542287102
Barcelo - Vall Hebron	Good	2.148	41.4261	13h	Good	57	13h	Good	20	13h	Good	23	15/11/2018 14:00	1542287102
Barcelo - Palau Reial	Good	2.1151	41.3875	13h	Good	48	13h	Good	20	13h	Good	22	15/11/2018 14:00	1542287102
Barcelo - Poblenou	Good	2.2045	41.4039				13h	Good	10	13h	Good	22	15/11/2018 14:00	1542287102
Barcelo - Observ Fabra	Good	2.1239	41.4183	13h	Good	72	13h	Good	11	13h	Good	12	15/11/2018 14:00	1542287102
Barcelo - Sants	Good	2.1331	41.3788				14h	Good	19				15/11/2018 14:00	1542290701
Barcelo - Eixample	Good	2.1538	41.3853	14h	Good	36	14h	Good	49	14h	Good	29	15/11/2018 14:00	1542290701
Barcelo - Gr??cia	Good	2.1534	41.3987	13h	Good	52	13h	Good	32				15/11/2018 14:00	1542290701
Barcelo - Ciutadella	Good	2.1874	41.3864	14h	Good	51	14h	Good	16				15/11/2018 14:00	1542290701
Barcelo - Vall Hebron	Good	2.148	41.4261	14h	Good	62	14h	Good	17	14h	Good	23	15/11/2018 14:00	1542290701
Barcelo - Palau Reial	Good	2.1151	41.3875	14h	Good	51	14h	Good	14	14h	Good	22	15/11/2018 14:00	1542290701
Barcelo - Poblenou	Good	2.2045	41.4039				13h	Good	10	14h	Good	22	15/11/2018 14:00	1542290701
Barcelo - Observ Fabra	Good	2.1239	41.4183	14h	Good	71	14h	Good	11	14h	Good	12	15/11/2018 14:00	1542290701
Barcelo - Sants	Good	2.1331	41.3788				15h	Good	27				15/11/2018 16:00	1542294301
Barcelo - Eixample	Good	2.1538	41.3853	14h	Good	36	14h	Good	49	15h	Good	29	15/11/2018 16:00	1542294301
Barcelo - Gr??cia	Good	2.1534	41.3987	13h	Good	52	13h	Good	32				15/11/2018 16:00	1542294301
Barcelo - Ciutadella	Good	2.1874	41.3864	15h	Good	52	15h	Good	15				15/11/2018 16:00	1542294301
Barcelo - Vall Hebron	Good	2.148	41.4261	15h	Good	49	15h	Good	24	15h	Good	22	15/11/2018 16:00	1542294301
Barcelo - Palau Reial	Good	2.1151	41.3875	15h	Good	45	15h	Good	18	15h	Good	22	15/11/2018 16:00	1542294301
Barcelo - Poblenou	Good	2.2045	41.4039				15h	Good	14	15h	Good	22	15/11/2018 16:00	1542294301
Barcelo - Observ Fabra	Good	2.1239	41.4183	15h	Good	64	15h	Good	13	15h	Good	12	15/11/2018 16:00	1542294301
Barcelo - Sants	Good	2.1331	41.3788				16h	Good	34				15/11/2018 17:00	1542297902
Barcelo - Eixample	Good	2.1538	41.3853	16h	Good	22	16h	Good	61	16h	Good	29	15/11/2018 17:00	1542297902
Barcelo - Gr??cia	--	2.1534	41.3987	14h	--		14h	--					15/11/2018 17:00	1542297902
Barcelo - Ciutadella	Good	2.1874	41.3864	16h	Good	41	16h	Good	28				15/11/2018 17:00	1542297902
Barcelo - Vall Hebron	Good	2.148	41.4261	16h	Good	40	16h	Good	31	16h	Good	22	15/11/2018 17:00	1542297902
Barcelo - Palau Reial	Good	2.1151	41.3875	16h	Good	32	16h	Good	28	16h	Good	22	15/11/2018 17:00	1542297902
Barcelo - Poblenou	Good	2.2045	41.4039				16h	Good	43	16h	Good	22	15/11/2018 17:00	1542297902
Barcelo - Observ Fabra	Good	2.1239	41.4183	16h	Good	72	16h	Good	9	16h	Good	11	15/11/2018 17:00	1542297902
Barcelo - Sants	Good	2.1331	41.3788				17h	Good	40				15/11/2018 18:00	1542301502
Barcelo - Eixample	Good	2.1538	41.3853	17h	Good	8	17h	Good	80	17h	Good	29	15/11/2018 18:00	1542301502
Barcelo - Gr??cia	--	2.1534	41.3987	15h	--		15h	--					15/11/2018 18:00	1542301502
Barcelo - Ciutadella	Good	2.1874	41.3864	17h	Good	19	17h	Good	56				15/11/2018 18:00	1542301502
Barcelo - Vall Hebron	Good	2.148	41.4261	17h	Good	30	17h	Good	41	17h	Good	21	15/11/2018 18:00	1542301502
Barcelo - Palau Reial	Good	2.1151	41.3875	17h	Good	30	17h	Good	32	17h	Good	21	15/11/2018 18:00	1542301502
Barcelo - Poblenou	Good	2.2045	41.4039				17h	Good	66	17h	Good	21	15/11/2018 18:00	1542301502
Barcelo - Observ Fabra	Good	2.1239	41.4183	16h	Good	72	16h	Good	9	17h	Good	10	15/11/2018 18:00	1542301502
Barcelo - Sants	Good	2.1331	41.3788				18h	Good	52				15/11/2018 18:00	1542305101
Barcelo - Eixample	Good	2.1538	41.3853	18h	Good	8	18h	Good	85	18h	Good	28	15/11/2018 18:00	1542305101
Barcelo - Gr??cia	Good	2.1534	41.3987	18h	Good	17	18h	Good	72				15/11/2018 18:00	1542305101
Barcelo - Ciutadella	Good	2.1874	41.3864	18h	Good	49	18h	Good	26				15/11/2018 18:00	1542305101
Barcelo - Vall Hebron	Good	2.148	41.4261	18h	Good	12	18h	Good	60	18h	Good	20	15/11/2018 18:00	1542305101
Barcelo - Palau Reial	Good	2.1151	41.3875	18h	Good	18	18h	Good	53	18h	Good	20	15/11/2018 18:00	1542305101
Barcelo - Poblenou	Good	2.2045	41.4039				18h	Good	45	18h	Good	21	15/11/2018 18:00	1542305101
Barcelo - Observ Fabra	Good	2.1239	41.4183	16h	Good	72	16h	Good	9	18h	Good	10	15/11/2018 18:00	1542305101
Barcelo - Sants	Good	2.1331	41.3788				19h	Good	79				15/11/2018 20:00	1542308702
Barcelo - Eixample	Moderate	2.1538	41.3853	19h	Good	1	19h	Moderate	101	19h	Good	27	15/11/2018 20:00	1542308702
Barcelo - Gr??cia	Moderate	2.1534	41.3987	19h	Good	3	19h	Moderate	94				15/11/2018 20:00	1542308702
Barcelo - Ciutadella	Good	2.1874	41.3864	19h	Good	14	19h	Good	62				15/11/2018 20:00	1542308702
Barcelo - Vall Hebron	Good	2.148	41.4261	19h	Good	18	19h	Good	56	19h	Good	18	15/11/2018 20:00	1542308702
Barcelo - Palau Reial	Good	2.1151	41.3875	19h	Good	5	19h	Good	67	19h	Good	20	15/11/2018 20:00	1542308702
Barcelo - Poblenou	Good	2.2045	41.4039				19h	Good	58	19h	Good	20	15/11/2018 20:00	1542308702
Barcelo - Observ Fabra	Good	2.1239	41.4183	17h	--		17h	--		19h	Good	9	15/11/2018 20:00	1542308702
Barcelo - Sants	Good	2.1331	41.3788				20h	Good	71				15/11/2018 21:00	1542312301
Barcelo - Eixample	Moderate	2.1538	41.3853	19h	Good	1	19h	Moderate	101	20h	Good	27	15/11/2018 21:00	1542312301
Barcelo - Gr??cia	Good	2.1534	41.3987	20h	Good	4	20h	Good	83				15/11/2018 21:00	1542312301
Barcelo - Ciutadella	Good	2.1874	41.3864	20h	Good	26	20h	Good	42				15/11/2018 21:00	1542312301
Barcelo - Vall Hebron	Good	2.148	41.4261	20h	Good	21	20h	Good	52	20h	Good	18	15/11/2018 21:00	1542312301
Barcelo - Palau Reial	Good	2.1151	41.3875	20h	Good	3	20h	Good	72	20h	Good	19	15/11/2018 21:00	1542312301
Barcelo - Poblenou	Good	2.2045	41.4039				20h	Good	51	20h	Good	20	15/11/2018 21:00	1542312301
Barcelo - Observ Fabra	Good	2.1239	41.4183	18h	--		18h	--		20h	Good	9	15/11/2018 21:00	1542312301
Barcelo - Sants	Good	2.1331	41.3788				21h	Good	54				15/11/2018 22:00	1542315901
Barcelo - Eixample	Moderate	2.1538	41.3853	19h	Good	1	19h	Moderate	101	21h	Good	26	15/11/2018 22:00	1542315901
Barcelo - Gr??cia	Good	2.1534	41.3987	21h	Good	13	21h	Good	70				15/11/2018 22:00	1542315901
Barcelo - Ciutadella	Good	2.1874	41.3864	21h	Good	5	21h	Good	70				15/11/2018 22:00	1542315901
Barcelo - Vall Hebron	Good	2.148	41.4261	21h	Good	21	21h	Good	50	21h	Good	16	15/11/2018 22:00	1542315901
Barcelo - Palau Reial	Good	2.1151	41.3875	21h	Good	23	21h	Good	41	21h	Good	19	15/11/2018 22:00	1542315901
Barcelo - Poblenou	Good	2.2045	41.4039				21h	Good	73	21h	Good	20	15/11/2018 22:00	1542315901
Barcelo - Observ Fabra	Good	2.1239	41.4183	19h	--		19h	--		21h	Good	8	15/11/2018 22:00	1542315901
Barcelo - Sants	Good	2.1331	41.3788				22h	Good	54				15/11/2018 23:00	1542319502
Barcelo - Eixample	Good	2.1538	41.3853	20h	--		20h	--		22h	Good	25	15/11/2018 23:00	1542319502
Barcelo - Gr??cia	Good	2.1534	41.3987	22h	Good	26	22h	Good	48				15/11/2018 23:00	1542319502
Barcelo - Ciutadella	Good	2.1874	41.3864	22h	Good	30	22h	Good	38				15/11/2018 23:00	1542319502
Barcelo - Vall Hebron	Good	2.148	41.4261	22h	Good	22	22h	Good	52	22h	Good	16	15/11/2018 23:00	1542319502
Barcelo - Palau Reial	Good	2.1151	41.3875	22h	Good	26	22h	Good	39	22h	Good	18	15/11/2018 23:00	1542319502
Barcelo - Poblenou	Good	2.2045	41.4039				22h	Good	40	22h	Good	19	15/11/2018 23:00	1542319502
Barcelo - Observ Fabra	Good	2.1239	41.4183	20h	--		20h	--		22h	Good	8	15/11/2018 23:00	1542319502
Barcelo - Sants	Good	2.1331	41.3788				23h	Good	29				16/11/2018 0:00	1542323102
Barcelo - Eixample	Good	2.1538	41.3853							23h	Good	25	16/11/2018 0:00	1542323102
Barcelo - Gr??cia	Good	2.1534	41.3987	23h	Good	37	23h	Good	33				16/11/2018 0:00	1542323102
Barcelo - Ciutadella	Good	2.1874	41.3864	23h	Good	41	23h	Good	24				16/11/2018 0:00	1542323102
Barcelo - Vall Hebron	Good	2.148	41.4261	23h	Good	43	23h	Good	29	23h	Good	15	16/11/2018 0:00	1542323102
Barcelo - Palau Reial	Good	2.1151	41.3875	23h	Good	37	23h	Good	22	23h	Good	17	16/11/2018 0:00	1542323102
Barcelo - Poblenou	Good	2.2045	41.4039				23h	Good	25	23h	Good	18	16/11/2018 0:00	1542323102
Barcelo - Observ Fabra	Good	2.1239	41.4183							22h	Good	8	16/11/2018 0:00	1542323102
Barcelo - Sants	Good	2.1331	41.3788				0h	Good	38				16/11/2018 1:00	1542326702
Barcelo - Eixample	Good	2.1538	41.3853	0h	Good	8	0h	Good	61	0h	Good	24	16/11/2018 1:00	1542326702
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	9	0h	Good	64				16/11/2018 1:00	1542326702
Barcelo - Ciutadella	Good	2.1874	41.3864	0h	Good	19	0h	Good	43				16/11/2018 1:00	1542326702
Barcelo - Vall Hebron	Good	2.148	41.4261	0h	Good	37	0h	Good	25	0h	Good	14	16/11/2018 1:00	1542326702
Barcelo - Palau Reial	Good	2.1151	41.3875	0h	Good	16	0h	Good	36	0h	Good	17	16/11/2018 1:00	1542326702
Barcelo - Poblenou	Good	2.2045	41.4039				0h	Good	40	0h	Good	18	16/11/2018 1:00	1542326702
Barcelo - Observ Fabra	Good	2.1239	41.4183	0h	Good	72	0h	Good	9	22h	Good	8	16/11/2018 1:00	1542326702
Barcelo - Sants	Good	2.1331	41.3788				1h	Good	50				16/11/2018 2:00	1542330302
Barcelo - Eixample	Good	2.1538	41.3853	1h	Good	8	1h	Good	57	1h	Good	23	16/11/2018 2:00	1542330302
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	9	0h	Good	64				16/11/2018 2:00	1542330302
Barcelo - Ciutadella	Good	2.1874	41.3864	1h	Good	14	1h	Good	41				16/11/2018 2:00	1542330302
Barcelo - Vall Hebron	Good	2.148	41.4261	1h	Good	14	1h	Good	45	1h	Good	13	16/11/2018 2:00	1542330302
Barcelo - Palau Reial	Good	2.1151	41.3875	1h	Good	13	1h	Good	39	1h	Good	16	16/11/2018 2:00	1542330302
Barcelo - Poblenou	Good	2.2045	41.4039				1h	Good	39	1h	Good	17	16/11/2018 2:00	1542330302
Barcelo - Observ Fabra	--	2.1239	41.4183	23h	--		23h	--		23h	--		16/11/2018 2:00	1542330302
Barcelo - Sants	Good	2.1331	41.3788				2h	Good	30				16/11/2018 3:00	1542333902
Barcelo - Eixample	Good	2.1538	41.3853	2h	Good	6	2h	Good	57	2h	Good	23	16/11/2018 3:00	1542333902
Barcelo - Gr??cia	Good	2.1534	41.3987	0h	Good	9	0h	Good	64				16/11/2018 3:00	1542333902
Barcelo - Ciutadella	Good	2.1874	41.3864	2h	Good	16	2h	Good	38				16/11/2018 3:00	1542333902
Barcelo - Vall Hebron	Good	2.148	41.4261	2h	Good	36	2h	Good	25	2h	Good	11	16/11/2018 3:00	1542333902
Barcelo - Palau Reial	Good	2.1151	41.3875	2h	Good	35	2h	Good	12	2h	Good	15	16/11/2018 3:00	1542333902
Barcelo - Poblenou	Good	2.2045	41.4039				2h	Good	29	2h	Good	17	16/11/2018 3:00	1542333902
Barcelo - Observ Fabra	--	2.1239	41.4183	0h	--		0h	--		0h	--		16/11/2018 3:00	1542333902
Barcelo - Sants	Good	2.1331	41.3788				3h	Good	28				16/11/2018 4:00	1542337501
Barcelo - Eixample	Good	2.1538	41.3853	3h	Good	21	3h	Good	38	3h	Good	22	16/11/2018 4:00	1542337501
Barcelo - Gr??cia	--	2.1534	41.3987	1h	--		1h	--					16/11/2018 4:00	1542337501
Barcelo - Ciutadella	Good	2.1874	41.3864	3h	Good	34	3h	Good	23				16/11/2018 4:00	1542337501
Barcelo - Vall Hebron	Good	2.148	41.4261	3h	Good	53	3h	Good	9	3h	Good	12	16/11/2018 4:00	1542337501
Barcelo - Palau Reial	Good	2.1151	41.3875	3h	Good	37	3h	Good	4	3h	Good	15	16/11/2018 4:00	1542337501
Barcelo - Poblenou	Good	2.2045	41.4039				3h	Good	26	3h	Good	16	16/11/2018 4:00	1542337501
Barcelo - Observ Fabra	--	2.1239	41.4183	1h	--		1h	--		1h	--		16/11/2018 4:00	1542337501
Barcelo - Sants	Good	2.1331	41.3788				4h	Good	24				16/11/2018 5:00	1542341102
